user_id,product_id,rating
user_10ddead5,product_f348b4c5,4.0
user_c95cb0d2,product_e9bc9191,4.0
user_aedbf44e,product_a5b2e515,5.0
user_85b7a299,product_e200bdaf,2.0
user_5f2fe9cc,product_34ca9c48,5.0
user_31b083bc,product_e200bdaf,3.0
user_3e98cb59,product_b4ff1769,3.0
user_6b908b78,product_e200bdaf,2.0
user_e5d2ad24,product_7792c357,3.0
user_33b564a1,product_e200bdaf,3.0
user_3e98cb59,product_e9bc9191,1.0
user_8b3a187d,product_f348b4c5,3.0
user_d306313a,product_f348b4c5,2.0
user_94e82d30,product_7792c357,5.0
user_6eb1ee11,product_a5b2e515,3.0
user_85f10a42,product_e62efb9f,2.0
user_5f2fe9cc,product_e200bdaf,
user_56f67827,product_7792c357,3.0
user_3b156c52,product_34ca9c48,3.0
user_21bdc786,product_b4ff1769,3.0
user_09fe8f0f,product_148d56ac,4.0
user_b62fc927,product_34ca9c48,4.0
user_94e82d30,product_e200bdaf,2.0
user_4f50f9a5,product_148d56ac,4.0
user_6d639fd0,product_2fcb7283,1.0
user_13538318,product_2fcb7283,5.0
user_31b083bc,product_f348b4c5,4.0
user_fe36ee33,product_f348b4c5,
user_13538318,product_f348b4c5,3.0
user_a09bccf2,product_7792c357,4.0
user_2a19bc08,product_f348b4c5,2.0
user_41b20986,product_e9bc9191,5.0
user_a09bccf2,product_2fcb7283,3.0
user_e5d2ad24,product_a5b2e515,3.0
user_d1942da5,product_b4ff1769,4.0
user_aedbf44e,product_e9bc9191,4.0
user_4e6280d5,product_e200bdaf,5.0
user_c95cb0d2,product_f348b4c5,2.0
user_92c86d97,product_b4ff1769,3.0
user_1397eebb,product_b4ff1769,1.0
user_aedbf44e,product_f348b4c5,1.0
user_acb202f0,product_7792c357,2.0
user_d306313a,product_b4ff1769,5.0
user_31b083bc,product_e9bc9191,2.0
user_4f50f9a5,product_7792c357,2.0
user_6eb1ee11,product_f348b4c5,1.0
user_6d639fd0,product_7792c357,1.0
user_e59ed829,product_2fcb7283,1.0
user_3e98cb59,product_a5b2e515,5.0
user_e5d2ad24,product_34ca9c48,1.0
user_acb202f0,product_148d56ac,1.0
user_e5d2ad24,product_2fcb7283,1.0
user_ec7caac4,product_2fcb7283,2.0
user_4e6280d5,product_34ca9c48,4.0
user_bfce04c4,product_e200bdaf,1.0
user_acb202f0,product_e9bc9191,1.0
user_4f50f9a5,product_b4ff1769,3.0
user_8133f79d,product_148d56ac,5.0
user_92c86d97,product_f348b4c5,2.0
user_8b3a187d,product_34ca9c48,2.0
user_e6df9857,product_7792c357,5.0
user_41b20986,product_b4ff1769,2.0
user_56f67827,product_e62efb9f,4.0
user_6d639fd0,product_e9bc9191,2.0
user_3b156c52,product_148d56ac,1.0
user_acb202f0,product_34ca9c48,5.0
user_1a730444,product_b4ff1769,1.0
user_6eb1ee11,product_2fcb7283,5.0
user_85b7a299,product_2fcb7283,3.0
user_1c12f204,product_2fcb7283,4.0
user_50c22602,product_2fcb7283,5.0
user_1397eebb,product_e62efb9f,1.0
user_aedbf44e,product_34ca9c48,5.0
user_13538318,product_a5b2e515,4.0
user_e6df9857,product_2fcb7283,4.0
user_d306313a,product_7792c357,4.0
user_3e98cb59,product_2fcb7283,3.0
user_85b7a299,product_7792c357,1.0
user_4e6280d5,product_148d56ac,5.0
user_6b908b78,product_b4ff1769,5.0
user_13538318,product_e9bc9191,2.0
user_880d4a19,product_a5b2e515,1.0
user_a09bccf2,product_a5b2e515,4.0
user_4f50f9a5,product_f348b4c5,5.0
user_92c84366,product_b4ff1769,3.0
user_8189d5d4,product_148d56ac,2.0
user_4c5989a0,product_e9bc9191,1.0
user_56f67827,product_148d56ac,2.0
user_56f67827,product_b4ff1769,2.0
user_21bdc786,product_e9bc9191,5.0
user_4f50f9a5,product_34ca9c48,1.0
user_42d12c88,product_b4ff1769,4.0
user_33b564a1,product_7792c357,1.0
user_42d12c88,product_a5b2e515,3.0
user_8133f79d,product_b4ff1769,5.0
user_09fe8f0f,product_2fcb7283,3.0
user_33b564a1,product_34ca9c48,2.0
user_2a19bc08,product_148d56ac,4.0
user_b62fc927,product_2fcb7283,3.0
user_85f10a42,product_a5b2e515,2.0
user_41b20986,product_2fcb7283,5.0
user_acb202f0,product_b4ff1769,1.0
user_85f10a42,product_b4ff1769,1.0
user_c95cb0d2,product_7792c357,1.0
user_2a19bc08,product_a5b2e515,3.0
user_e5d2ad24,product_e9bc9191,3.0
user_50c22602,product_e200bdaf,2.0
user_41b20986,product_f348b4c5,5.0
user_3b156c52,product_7792c357,5.0
user_2a19bc08,product_7792c357,3.0
user_42d12c88,product_e9bc9191,3.0
user_e6bcb039,product_34ca9c48,5.0
user_09fe8f0f,product_34ca9c48,2.0
user_aedbf44e,product_2fcb7283,2.0
user_21bdc786,product_a5b2e515,1.0
user_b62fc927,product_e62efb9f,3.0
user_8133f79d,product_e9bc9191,2.0
user_bfce04c4,product_7792c357,4.0
user_33b564a1,product_e62efb9f,1.0
user_c95cb0d2,product_34ca9c48,5.0
user_1a730444,product_148d56ac,3.0
user_4f50f9a5,product_2fcb7283,2.0
user_fe36ee33,product_a5b2e515,2.0
user_6d639fd0,product_b4ff1769,4.0
user_4f50f9a5,product_a5b2e515,
user_42d12c88,product_f348b4c5,4.0
user_fe36ee33,product_2fcb7283,4.0
user_bfce04c4,product_f348b4c5,3.0
user_e59ed829,product_148d56ac,3.0
user_4e6280d5,product_2fcb7283,1.0
user_b62fc927,product_b4ff1769,3.0
user_50c22602,product_7792c357,1.0
user_a09bccf2,product_e62efb9f,3.0
user_d1942da5,product_34ca9c48,5.0
user_42d12c88,product_148d56ac,2.0
user_1397eebb,product_34ca9c48,1.0
user_3e98cb59,product_f348b4c5,2.0
user_42d12c88,product_2fcb7283,4.0
user_acb202f0,product_f348b4c5,2.0
user_13538318,product_b4ff1769,4.0
user_3b156c52,product_a5b2e515,5.0
user_5f2fe9cc,product_2fcb7283,5.0
user_880d4a19,product_34ca9c48,3.0
user_aedbf44e,product_e200bdaf,1.0
user_1397eebb,product_f348b4c5,5.0
user_5f2fe9cc,product_148d56ac,3.0
user_29b19605,product_e200bdaf,3.0
user_6d639fd0,product_a5b2e515,1.0
user_6eb1ee11,product_7792c357,2.0
user_85b7a299,product_e9bc9191,5.0
user_1a730444,product_e200bdaf,4.0
user_1a730444,product_7792c357,2.0
user_ec7caac4,product_7792c357,3.0
user_6b908b78,product_a5b2e515,5.0
user_e59ed829,product_b4ff1769,1.0
user_3b156c52,product_e62efb9f,4.0
user_21bdc786,product_34ca9c48,2.0
user_56f67827,product_a5b2e515,4.0
user_e5d2ad24,product_e200bdaf,5.0
user_3b156c52,product_f348b4c5,3.0
user_1c12f204,product_148d56ac,5.0
user_21bdc786,product_e62efb9f,5.0
user_56f67827,product_34ca9c48,2.0
user_9c4265d1,product_f348b4c5,1.0
user_e6bcb039,product_e62efb9f,4.0
user_b62fc927,product_e200bdaf,
user_31b083bc,product_34ca9c48,1.0
user_4f50f9a5,product_e62efb9f,4.0
user_5ad55d96,product_34ca9c48,
user_8189d5d4,product_7792c357,2.0
user_4c5989a0,product_34ca9c48,1.0
user_3e98cb59,product_34ca9c48,3.0
user_94e82d30,product_b4ff1769,2.0
user_6d639fd0,product_148d56ac,5.0
user_6eb1ee11,product_b4ff1769,2.0
user_42d12c88,product_34ca9c48,4.0
user_1397eebb,product_148d56ac,1.0
user_10ddead5,product_e62efb9f,3.0
user_5f2fe9cc,product_f348b4c5,4.0
user_2a19bc08,product_34ca9c48,4.0
user_acb202f0,product_2fcb7283,4.0
user_8189d5d4,product_f348b4c5,1.0
user_6d639fd0,product_f348b4c5,5.0
user_fe36ee33,product_e200bdaf,4.0
user_2a19bc08,product_b4ff1769,3.0
user_29b19605,product_e62efb9f,
user_a09bccf2,product_e9bc9191,3.0
user_50c22602,product_a5b2e515,4.0
user_5ad55d96,product_b4ff1769,
user_92c86d97,product_a5b2e515,2.0
user_41b20986,product_e62efb9f,3.0
user_c95cb0d2,product_148d56ac,2.0
user_e6bcb039,product_e9bc9191,2.0
user_21bdc786,product_f348b4c5,4.0
user_85f10a42,product_2fcb7283,5.0
user_98cd5d17,product_e9bc9191,2.0
user_94e82d30,product_2fcb7283,4.0
user_acb202f0,product_e200bdaf,2.0
user_4c5989a0,product_e200bdaf,4.0
user_42d12c88,product_7792c357,2.0
user_10ddead5,product_2fcb7283,3.0
user_1c12f204,product_f348b4c5,2.0
user_e59ed829,product_e9bc9191,3.0
user_8b3a187d,product_b4ff1769,5.0
user_c95cb0d2,product_e62efb9f,4.0
user_6b908b78,product_f348b4c5,3.0
user_8b3a187d,product_e9bc9191,3.0
user_9c4265d1,product_148d56ac,1.0
user_85f10a42,product_148d56ac,3.0
user_56f67827,product_e9bc9191,5.0
user_e6bcb039,product_e200bdaf,
user_09fe8f0f,product_a5b2e515,2.0
user_92c86d97,product_e62efb9f,2.0
user_85f10a42,product_f348b4c5,4.0
user_09fe8f0f,product_e9bc9191,4.0
user_d306313a,product_a5b2e515,1.0
user_98cd5d17,product_2fcb7283,1.0
user_50c22602,product_34ca9c48,3.0
user_880d4a19,product_e9bc9191,3.0
user_e59ed829,product_e200bdaf,1.0
user_9c4265d1,product_34ca9c48,5.0
user_5ad55d96,product_2fcb7283,
user_4c5989a0,product_b4ff1769,4.0
user_56f67827,product_f348b4c5,5.0
user_d1942da5,product_2fcb7283,2.0
user_acb202f0,product_a5b2e515,5.0
user_29b19605,product_e9bc9191,4.0
user_ec7caac4,product_34ca9c48,4.0
user_6eb1ee11,product_e200bdaf,4.0
user_d306313a,product_e9bc9191,2.0
user_6eb1ee11,product_e9bc9191,5.0
user_b62fc927,product_f348b4c5,3.0
user_a09bccf2,product_e200bdaf,5.0
user_d306313a,product_e62efb9f,3.0
user_1c12f204,product_34ca9c48,1.0
user_a09bccf2,product_34ca9c48,1.0
user_85b7a299,product_f348b4c5,2.0
user_50c22602,product_e9bc9191,4.0
user_5f2fe9cc,product_b4ff1769,1.0
user_4c5989a0,product_7792c357,2.0
user_09fe8f0f,product_e62efb9f,3.0
user_1397eebb,product_7792c357,2.0
user_e6bcb039,product_148d56ac,5.0
user_94e82d30,product_34ca9c48,5.0
user_e59ed829,product_a5b2e515,5.0
user_09fe8f0f,product_7792c357,4.0
user_1c12f204,product_e9bc9191,2.0
user_5f2fe9cc,product_e9bc9191,4.0
user_6d639fd0,product_e62efb9f,3.0
user_ec7caac4,product_148d56ac,2.0
user_5f2fe9cc,product_a5b2e515,1.0
user_13538318,product_34ca9c48,1.0
user_880d4a19,product_f348b4c5,4.0
user_e59ed829,product_34ca9c48,3.0
user_29b19605,product_148d56ac,1.0
user_10ddead5,product_e200bdaf,
user_09fe8f0f,product_b4ff1769,5.0
user_fe36ee33,product_e9bc9191,2.0
user_13538318,product_148d56ac,3.0
user_d1942da5,product_7792c357,5.0
user_92c84366,product_e200bdaf,5.0
user_98cd5d17,product_f348b4c5,4.0
user_6b908b78,product_e62efb9f,4.0
user_98cd5d17,product_b4ff1769,1.0
user_8189d5d4,product_e200bdaf,1.0
user_e59ed829,product_e62efb9f,5.0
user_50c22602,product_b4ff1769,3.0
user_d1942da5,product_a5b2e515,1.0
user_33b564a1,product_e9bc9191,5.0
user_98cd5d17,product_7792c357,5.0
user_d1942da5,product_e200bdaf,5.0
user_94e82d30,product_e62efb9f,2.0
user_a09bccf2,product_148d56ac,5.0
user_4c5989a0,product_e62efb9f,3.0
user_33b564a1,product_a5b2e515,2.0
user_bfce04c4,product_b4ff1769,1.0
user_92c86d97,product_7792c357,3.0
user_c95cb0d2,product_2fcb7283,1.0
user_e6df9857,product_f348b4c5,3.0
user_6eb1ee11,product_e62efb9f,2.0
user_13538318,product_e200bdaf,4.0
user_aedbf44e,product_148d56ac,2.0
user_4c5989a0,product_148d56ac,4.0
user_6d639fd0,product_34ca9c48,2.0
user_98cd5d17,product_34ca9c48,1.0
user_98cd5d17,product_e62efb9f,5.0
user_92c86d97,product_e9bc9191,1.0
user_fe36ee33,product_7792c357,5.0
user_e6df9857,product_e62efb9f,5.0
user_fe36ee33,product_e62efb9f,
user_92c86d97,product_148d56ac,1.0
user_d306313a,product_e200bdaf,1.0
user_98cd5d17,product_148d56ac,1.0
user_4e6280d5,product_a5b2e515,1.0
user_94e82d30,product_f348b4c5,1.0
user_8b3a187d,product_e62efb9f,3.0
user_e5d2ad24,product_f348b4c5,1.0
user_4c5989a0,product_a5b2e515,5.0
user_29b19605,product_a5b2e515,
user_bfce04c4,product_148d56ac,3.0
user_fe36ee33,product_34ca9c48,
user_acb202f0,product_e62efb9f,4.0
user_4e6280d5,product_e62efb9f,5.0
user_8b3a187d,product_7792c357,4.0
user_13538318,product_e62efb9f,3.0
user_8133f79d,product_34ca9c48,1.0
user_6eb1ee11,product_148d56ac,1.0
user_8133f79d,product_f348b4c5,5.0
user_4f50f9a5,product_e9bc9191,1.0
user_85f10a42,product_e9bc9191,5.0
user_aedbf44e,product_b4ff1769,5.0
user_33b564a1,product_b4ff1769,4.0
user_e6bcb039,product_2fcb7283,3.0
user_09fe8f0f,product_e200bdaf,2.0
user_3b156c52,product_e200bdaf,3.0
user_e6df9857,product_34ca9c48,2.0
user_e5d2ad24,product_b4ff1769,1.0
user_fe36ee33,product_b4ff1769,1.0
user_31b083bc,product_a5b2e515,5.0
user_92c84366,product_a5b2e515,5.0
user_880d4a19,product_e200bdaf,3.0
user_9c4265d1,product_e200bdaf,5.0
user_92c84366,product_e62efb9f,5.0
